Implementation smell,Namespace,Class,File,Method,Description
Long Method,PerVertexDirectionalLighting,GLViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLViewController.cs,Draw,The method has 216 lines of code.
Long Parameter List,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetOrthoProjection,The method has 7 parameters. Parameters: matrix' left' right' bottom' top' near' far
Long Parameter List,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetFrustumProjection,The method has 7 parameters. Parameters: matrix' left' right' bottom' top' zNear' zFar
Long Parameter List,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetPerspectiveProjectionWithFieldOfView,The method has 5 parameters. Parameters: matrix' fieldOfVision' near' far' aspectRatio
Long Statement,PerVertexDirectionalLighting,GLView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLView.cs,createBuffers,The length of the statement  "			GL.FramebufferRenderbuffer (FramebufferTarget.Framebuffer' FramebufferSlot.ColorAttachment0' RenderbufferTarget.Renderbuffer' renderBuffer); " is 140.
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetXRotationUsingRadians,The following statement contains a magic number: matrix [6] = - (float)Math.Sin (radians);
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetXRotationUsingRadians,The following statement contains a magic number: matrix [9] = - matrix [6];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetXRotationUsingRadians,The following statement contains a magic number: matrix [9] = - matrix [6];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetXRotationUsingRadians,The following statement contains a magic number: matrix [10] = matrix [5];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetXRotationUsingRadians,The following statement contains a magic number: matrix [10] = matrix [5];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [2] = (float)Math.Sin (radians);
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [8] = - matrix [2];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [8] = - matrix [2];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [10] = matrix [0];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [1] = matrix [3] = matrix [4] = matrix [6] = matrix [7] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [1] = matrix [3] = matrix [4] = matrix [6] = matrix [7] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [1] = matrix [3] = matrix [4] = matrix [6] = matrix [7] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [1] = matrix [3] = matrix [4] = matrix [6] = matrix [7] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [9] = matrix [11] = matrix [12] = matrix [13] = matrix [14] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [9] = matrix [11] = matrix [12] = matrix [13] = matrix [14] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [9] = matrix [11] = matrix [12] = matrix [13] = matrix [14] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [9] = matrix [11] = matrix [12] = matrix [13] = matrix [14] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [9] = matrix [11] = matrix [12] = matrix [13] = matrix [14] = 0.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [5] = matrix [15] = 1.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DSetYRotationUsingRadians,The following statement contains a magic number: matrix [5] = matrix [15] = 1.0f;
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: float[] result = new float[16];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [0] = m1 [0] * m2 [0] + m1 [4] * m2 [1] + m1 [8] * m2 [2] + m1 [12] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [0] = m1 [0] * m2 [0] + m1 [4] * m2 [1] + m1 [8] * m2 [2] + m1 [12] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [0] = m1 [0] * m2 [0] + m1 [4] * m2 [1] + m1 [8] * m2 [2] + m1 [12] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [0] = m1 [0] * m2 [0] + m1 [4] * m2 [1] + m1 [8] * m2 [2] + m1 [12] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [0] = m1 [0] * m2 [0] + m1 [4] * m2 [1] + m1 [8] * m2 [2] + m1 [12] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [1] = m1 [1] * m2 [0] + m1 [5] * m2 [1] + m1 [9] * m2 [2] + m1 [13] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [1] = m1 [1] * m2 [0] + m1 [5] * m2 [1] + m1 [9] * m2 [2] + m1 [13] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [1] = m1 [1] * m2 [0] + m1 [5] * m2 [1] + m1 [9] * m2 [2] + m1 [13] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [1] = m1 [1] * m2 [0] + m1 [5] * m2 [1] + m1 [9] * m2 [2] + m1 [13] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [1] = m1 [1] * m2 [0] + m1 [5] * m2 [1] + m1 [9] * m2 [2] + m1 [13] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [2] = m1 [2] * m2 [0] + m1 [6] * m2 [1] + m1 [10] * m2 [2] + m1 [14] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [3] = m1 [3] * m2 [0] + m1 [7] * m2 [1] + m1 [11] * m2 [2] + m1 [15] * m2 [3];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [4] = m1 [0] * m2 [4] + m1 [4] * m2 [5] + m1 [8] * m2 [6] + m1 [12] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [5] = m1 [1] * m2 [4] + m1 [5] * m2 [5] + m1 [9] * m2 [6] + m1 [13] * m2 [7];
Magic Number,PerVertexDirectionalLighting,GLCommon,D:\research\architectureSmells\repos\xamarin_monotouch-samples\OpenGL\PerVertexDirectionalLighting\GLCommon.cs,Matrix3DMultiply,The following statement contains a magic number: result [6] = m1 [2] * m2 [4] + m1 [6] * m2 [5] + m1 [10] * m2 [6] + m1 [14] * m2 [7];
