Implementation smell,Namespace,Class,File,Method,Description
Long Method,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The method has 160 lines of code.
Long Statement,Magento.RestApi.IntegrationTests,ProductImageTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductImageTests.cs,UnassignImageFromProduct,The length of the statement  "            var response2 = _productImageFixture.Client.UnassignImageFromProduct(_productImageFixture.productId' response.Result).Result; " is 125.
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: var product = new Product              {                  description = "A long description of the new product"'                  short_description = "A short description of the new product"'                  price = 12.5'                  sku = sku'                  visibility = ProductVisibility.CatalogSearch'                  status = ProductStatus.Enabled'                  name = "New product"'                  weight = 10.5'                  tax_class_id = 2'                  type_id = "simple"'                  attribute_set_id = 4' // default                  country_of_manufacture = "BE"'                  custom_design = "default/default"'                  custom_design_from = DateTime.Now.TrimMilliseconds()'                  custom_design_to = DateTime.Now.AddMonths(1).TrimMilliseconds()'                  custom_layout_update = "<test></test>"'                  enable_googlecheckout = true'                  gift_message_available = true'                  meta_description = "A meta description of the new product"'                  meta_keyword = "meta keyword"'                  meta_title = "meta title"'                  msrp = 121.50'                  msrp_display_actual_price_type = PriceTypeDisplay.BeforeOrderConfirmation'                  msrp_enabled = ManufacturerPriceEnablement.Yes'                  news_from_date = DateTime.Now.TrimMilliseconds()'                  news_to_date = DateTime.Now.AddDays(7).TrimMilliseconds()'                  options_container = "container2"'                  page_layout = "two_columns_left"'                  special_from_date = DateTime.Now.TrimMilliseconds()'                  special_to_date = DateTime.Now.AddDays(14).TrimMilliseconds()'                  special_price = 110.99'                  url_key = "a-new-product"              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.group_price = new List<GroupPrice>                                        {                                            new GroupPrice                                                {                                                    cust_group = 3'                                                    price = 125.63'                                                    website_id = 2                                                }                                        };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.group_price = new List<GroupPrice>                                        {                                            new GroupPrice                                                {                                                    cust_group = 3'                                                    price = 125.63'                                                    website_id = 2                                                }                                        };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.group_price = new List<GroupPrice>                                        {                                            new GroupPrice                                                {                                                    cust_group = 3'                                                    price = 125.63'                                                    website_id = 2                                                }                                        };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.stock_data = new StockData              {                  backorders = BackOrderStatus.AllowQtyBelow0'                  enable_qty_increments = false'                  is_decimal_divided = false'                  is_in_stock = true'                  is_qty_decimal = false'                  manage_stock = true'                  max_sale_qty = 10'                  min_qty = 2'                  min_sale_qty = 1'                  notify_stock_qty = 5'                  qty = 20'                  qty_increments = 1'                  use_config_backorders = false'                  use_config_enable_qty_inc = false'                  use_config_manage_stock = false'                  use_config_max_sale_qty = false'                  use_config_min_qty = false'                  use_config_min_sale_qty = false'                  use_config_notify_stock_qty = false'                  use_config_qty_increments = false              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.stock_data = new StockData              {                  backorders = BackOrderStatus.AllowQtyBelow0'                  enable_qty_increments = false'                  is_decimal_divided = false'                  is_in_stock = true'                  is_qty_decimal = false'                  manage_stock = true'                  max_sale_qty = 10'                  min_qty = 2'                  min_sale_qty = 1'                  notify_stock_qty = 5'                  qty = 20'                  qty_increments = 1'                  use_config_backorders = false'                  use_config_enable_qty_inc = false'                  use_config_manage_stock = false'                  use_config_max_sale_qty = false'                  use_config_min_qty = false'                  use_config_min_sale_qty = false'                  use_config_notify_stock_qty = false'                  use_config_qty_increments = false              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.stock_data = new StockData              {                  backorders = BackOrderStatus.AllowQtyBelow0'                  enable_qty_increments = false'                  is_decimal_divided = false'                  is_in_stock = true'                  is_qty_decimal = false'                  manage_stock = true'                  max_sale_qty = 10'                  min_qty = 2'                  min_sale_qty = 1'                  notify_stock_qty = 5'                  qty = 20'                  qty_increments = 1'                  use_config_backorders = false'                  use_config_enable_qty_inc = false'                  use_config_manage_stock = false'                  use_config_max_sale_qty = false'                  use_config_min_qty = false'                  use_config_min_sale_qty = false'                  use_config_notify_stock_qty = false'                  use_config_qty_increments = false              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.stock_data = new StockData              {                  backorders = BackOrderStatus.AllowQtyBelow0'                  enable_qty_increments = false'                  is_decimal_divided = false'                  is_in_stock = true'                  is_qty_decimal = false'                  manage_stock = true'                  max_sale_qty = 10'                  min_qty = 2'                  min_sale_qty = 1'                  notify_stock_qty = 5'                  qty = 20'                  qty_increments = 1'                  use_config_backorders = false'                  use_config_enable_qty_inc = false'                  use_config_manage_stock = false'                  use_config_max_sale_qty = false'                  use_config_min_qty = false'                  use_config_min_sale_qty = false'                  use_config_notify_stock_qty = false'                  use_config_qty_increments = false              };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.tier_price = new List<TierPrice>                                       {                                           new TierPrice                                               {                                                   cust_group = 3'                                                   price = 109.99'                                                   price_qty = 5'                                                   website_id = 2                                               }                                                                                    };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.tier_price = new List<TierPrice>                                       {                                           new TierPrice                                               {                                                   cust_group = 3'                                                   price = 109.99'                                                   price_qty = 5'                                                   website_id = 2                                               }                                                                                    };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.tier_price = new List<TierPrice>                                       {                                           new TierPrice                                               {                                                   cust_group = 3'                                                   price = 109.99'                                                   price_qty = 5'                                                   website_id = 2                                               }                                                                                    };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,CanCreateAndUpdateFullProduct,The following statement contains a magic number: product.tier_price = new List<TierPrice>                                       {                                           new TierPrice                                               {                                                   cust_group = 3'                                                   price = 109.99'                                                   price_qty = 5'                                                   website_id = 2                                               }                                                                                    };
Magic Number,Magento.RestApi.IntegrationTests,ProductTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductTests.cs,WhenGettingProductsWithLikeFilterShouldReturnProducts,The following statement contains a magic number: filter.PageSize = 5;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenAssigningWebsiteToProductShouldBeAssigned,The following statement contains a magic number: Thread.Sleep(1000);
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenAssigningWebsiteToProductShouldBeAssigned,The following statement contains a magic number: Thread.Sleep(1000);
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenAssigningInvalidWebsiteToProductShouldReturnError,The following statement contains a magic number: var response = Client.AssignWebsiteToProduct(product.Result.entity_id' 999).Result;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenUnAssigningInvalidWebsiteFromProductShouldReturnError,The following statement contains a magic number: var response = Client.UnassignWebsiteFromProduct(product.Result.entity_id' 999).Result;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenAssigningWebsiteToInvalidProductShouldReturnError,The following statement contains a magic number: var response = Client.AssignWebsiteToProduct(999999' 1).Result;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenUnAssigningWebsiteFromInvalidProductShouldReturnError,The following statement contains a magic number: var response = Client.UnassignWebsiteFromProduct(999999' 1).Result;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenUnAssigningWebsiteFromProductThatIsAlreadyUnAssignedShouldBeOk,The following statement contains a magic number: var response = Client.UnassignWebsiteFromProduct(product.Result.entity_id' 3).Result;
Magic Number,Magento.RestApi.IntegrationTests,ProductWebsiteTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ProductWebsiteTests.cs,WhenGettingWebsitesFromProductShouldReturnIds,The following statement contains a magic number: Assert.Equal(2' websites.Count);
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: var tasks = new Task[10];
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: tasks[i] = Task.Factory.StartNew(() =>                                                       {                                                           for (int j = 0; j < 5; j++)                                                           {                                                               // get the product                                                               var response = Client.GetProductBySku("100000").Result;                                                               response.Result.price = (i1*10) + j;                                                               // This simulates a token rejected 1 request could get. If this happens the client should authenticate again and retry the request                                                                // while locking the client for the other threads so that only 1 authentication process is ongoing                                                               if (response.Result.price == 51) Client.AuthenticateAdmin(UserName' Password);                                                               // update the product                                                               var response2 = Client.UpdateProduct(response.Result).Result;                                                               if (response2.HasErrors) throw new Exception(response2.Errors.First().Message);                                                               count++;                                                           }                                                       }' _cancellationSource.Token);
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: tasks[i] = Task.Factory.StartNew(() =>                                                       {                                                           for (int j = 0; j < 5; j++)                                                           {                                                               // get the product                                                               var response = Client.GetProductBySku("100000").Result;                                                               response.Result.price = (i1*10) + j;                                                               // This simulates a token rejected 1 request could get. If this happens the client should authenticate again and retry the request                                                                // while locking the client for the other threads so that only 1 authentication process is ongoing                                                               if (response.Result.price == 51) Client.AuthenticateAdmin(UserName' Password);                                                               // update the product                                                               var response2 = Client.UpdateProduct(response.Result).Result;                                                               if (response2.HasErrors) throw new Exception(response2.Errors.First().Message);                                                               count++;                                                           }                                                       }' _cancellationSource.Token);
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: tasks[i] = Task.Factory.StartNew(() =>                                                       {                                                           for (int j = 0; j < 5; j++)                                                           {                                                               // get the product                                                               var response = Client.GetProductBySku("100000").Result;                                                               response.Result.price = (i1*10) + j;                                                               // This simulates a token rejected 1 request could get. If this happens the client should authenticate again and retry the request                                                                // while locking the client for the other threads so that only 1 authentication process is ongoing                                                               if (response.Result.price == 51) Client.AuthenticateAdmin(UserName' Password);                                                               // update the product                                                               var response2 = Client.UpdateProduct(response.Result).Result;                                                               if (response2.HasErrors) throw new Exception(response2.Errors.First().Message);                                                               count++;                                                           }                                                       }' _cancellationSource.Token);
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: i < 10
Magic Number,Magento.RestApi.IntegrationTests,ThreadingTests,C:\research\architectureSmells\repos\nickvane_Magento-RestApi\Magento.RestApi.IntegrationTests\ThreadingTests.cs,WhenUsingClientFromDifferentThreadsShouldDoEverythingSuccesfully,The following statement contains a magic number: Assert.Equal(50' count);
