Implementation smell,Namespace,Class,File,Method,Description
Long Statement,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,validate_antilogtable,The length of the statement  "            checkString.ShouldBe("0'1':1'2':2'4':3'8':4'16':5'32':6'64':7'128':8'29':9'58':10'116':11'232':12'205':13'135':14'19':15'38':16'76':17'152':18'45':19'90':20'180':21'117':22'234':23'201':24'143':25'3':26'6':27'12':28'24':29'48':30'96':31'192':32'157':33'39':34'78':35'156':36'37':37'74':38'148':39'53':40'106':41'212':42'181':43'119':44'238':45'193':46'159':47'35':48'70':49'140':50'5':51'10':52'20':53'40':54'80':55'160':56'93':57'186':58'105':59'210':60'185':61'111':62'222':63'161':64'95':65'190':66'97':67'194':68'153':69'47':70'94':71'188':72'101':73'202':74'137':75'15':76'30':77'60':78'120':79'240':80'253':81'231':82'211':83'187':84'107':85'214':86'177':87'127':88'254':89'225':90'223':91'163':92'91':93'182':94'113':95'226':96'217':97'175':98'67':99'134':100'17':101'34':102'68':103'136':104'13':105'26':106'52':107'104':108'208':109'189':110'103':111'206':112'129':113'31':114'62':115'124':116'248':117'237':118'199':119'147':120'59':121'118':122'236':123'197':124'151':125'51':126'102':127'204':128'133':129'23':130'46':131'92':132'184':133'109':134'218':135'169':136'79':137'158':138'33':139'66':140'132':141'21':142'42':143'84':144'168':145'77':146'154':147'41':148'82':149'164':150'85':151'170':152'73':153'146':154'57':155'114':156'228':157'213':158'183':159'115':160'230':161'209':162'191':163'99':164'198':165'145':166'63':167'126':168'252':169'229':170'215':171'179':172'123':173'246':174'241':175'255':176'227':177'219':178'171':179'75':180'150':181'49':182'98':183'196':184'149':185'55':186'110':187'220':188'165':189'87':190'174':191'65':192'130':193'25':194'50':195'100':196'200':197'141':198'7':199'14':200'28':201'56':202'112':203'224':204'221':205'167':206'83':207'166':208'81':209'162':210'89':211'178':212'121':213'242':214'249':215'239':216'195':217'155':218'43':219'86':220'172':221'69':222'138':223'9':224'18':225'36':226'72':227'144':228'61':229'122':230'244':231'245':232'247':233'243':234'251':235'235':236'203':237'139':238'11':239'22':240'44':241'88':242'176':243'125':244'250':245'233':246'207':247'131':248'27':249'54':250'108':251'216':252'173':253'71':254'142':255'1':"); " is 2109.
Long Statement,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,validate_alphanumencdict,The length of the statement  "            checkString.ShouldBe("0'0:1'1:2'2:3'3:4'4:5'5:6'6:7'7:8'8:9'9:A'10:B'11:C'12:D'13:E'14:F'15:G'16:H'17:I'18:J'19:K'20:L'21:M'22:N'23:O'24:P'25:Q'26:R'27:S'28:T'29:U'30:V'31:W'32:X'33:Y'34:Z'35: '36:$'37:%'38:*'39:+'40:-'41:.'42:/'43::'44:"); " is 240.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_can_generate_address,The length of the statement  "                .ShouldBe("bitcoin:175tWpb8K1S7NmH4Zx6rewF9WQrcZv245W?label=Some%20Label%20to%20Encode&message=Some%20Message%20to%20Encode&amount=.123"); " is 138.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bookmark_should_escape_input,The length of the statement  "            generator.ToString().ShouldBe("MEBKM:TITLE:A nerd's blog\\: \\\\All\\;the\\;things\\\\;URL:http\\://code-bude.net/fake\\'url.html;;"); " is 134.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_nonsepa_constructor_exception,The length of the statement  "            exception.Message.ShouldBe("The constructor with 'account' and 'bnc' may only be used with 'non SEPA' authority types. Either choose another authority type or switch constructor."); " is 181.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_nonsepa_constructor_periodic_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.periodicsinglepayment' name' account' bnc' amount' periodicTimeunit' periodicTimeunitRotation' periodicFirstExecutionDate' periodicLastExecutionDate' reason' postingKey' currency' DateTime.Now)); " is 280.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_nonsepa_constructor_periodic_exception,The length of the statement  "            exception.Message.ShouldBe("When using 'periodicsinglepayment' as authority type' the parameters 'periodicTimeunit' and 'periodicTimeunitRotation' must be set."); " is 162.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_sepa_constructor_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepayment' name' iban: iban' bic: bic' amount: amount)); " is 145.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_sepa_constructor_exception,The length of the statement  "            exception.Message.ShouldBe("The constructor with 'iban' and 'bic' may only be used with 'SEPA' authority types. Either choose another authority type or switch constructor."); " is 174.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_sepa_constructor_periodic_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.periodicsinglepaymentsepa' name' iban' bic' amount' periodicTimeunit' periodicTimeunitRotation' periodicFirstExecutionDate' periodicLastExecutionDate' ""' ""' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 320.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_wrong_sepa_constructor_periodic_exception,The length of the statement  "            exception.Message.ShouldBe("When using 'periodicsinglepaymentsepa' as authority type' the parameters 'periodicTimeunit' and 'periodicTimeunitRotation' must be set."); " is 166.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_name_too_long_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount)); " is 149.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_reason_too_long_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount' reason: reason)); " is 165.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_account_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepayment' name' account: account' bnc: bnc' amount: amount)); " is 151.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_bnc_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepayment' name' account: account' bnc: bnc' amount: amount)); " is 151.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_postingkey_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepayment' name' account: account' bnc: bnc' amount: amount' postingKey: postingKey)); " is 175.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_iban_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount)); " is 149.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_bic_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount)); " is 149.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_separeference_too_long_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singledirectdebitsepa' name' iban' bic' amount' ""' 0' null' null' creditorId' mandateId' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 251.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_creditorid_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singledirectdebitsepa' name' iban' bic' amount' ""' 0' null' null' creditorId' mandateId' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 251.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_mandateid_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singledirectdebitsepa' name' iban' bic' amount' ""' 0' null' null' creditorId' mandateId' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 251.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_amount_too_much_digits_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount)); " is 149.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_amount_too_big_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepaymentsepa' name' iban: iban' bic: bic' amount: amount)); " is 149.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_executiondate_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.singlepayment' name' account' bnc' amount' ""' 0' null' null' reason' postingKey' currency' executionDate)); " is 193.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_periodictimeunit_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.periodicsinglepaymentsepa' name' iban' bic' amount' periodicTimeunit' periodicTimeunitRotation' periodicFirstExecutionDate' periodicLastExecutionDate' ""' ""' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 320.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_periodictimeunitrotation_exception,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.BezahlCode(AuthorityType.periodicsinglepaymentsepa' name' iban' bic' amount' periodicTimeunit' periodicTimeunitRotation' periodicFirstExecutionDate' periodicLastExecutionDate' ""' ""' new DateTime(2017' 03' 01)' reason' sepaReference' currency' DateTime.Now)); " is 320.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bezahlcode_generator_should_throw_invalid_periodictimeunitrotation_exception,The length of the statement  "            exception.Message.ShouldBe("The periodicTimeunitRotation must be 1 or greater. (It means repeat the payment every 'periodicTimeunitRotation' weeks/months."); " is 157.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_unstructured_msg_too_long,The length of the statement  "            var unstructuredMessage = "Lorem ipsum dolor sit amet' consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum"; " is 138.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_unstructured_msg_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.AdditionalInformation(unstructuredMessage' billInformation)); " is 133.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_unstructured_msg_too_long,The length of the statement  "            exception.Message.ShouldBe("Unstructured message and bill information must be shorter than 141 chars in total/combined."); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_name_empty,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_name_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_street_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_street_with_illegal_char,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_street_with_illegal_char,The length of the statement  "            exception.Message.ShouldBe(@"Street must match the following pattern as defined in pain.001: ^([a-zA-Z0-9\.';:'\ \-/\(\)?\*\[\]\{\}\\`´~ ]|[!""#%&<>÷=@_$£]|[àáâäçèéêëìíîïñòóôöùúûüýßÀÁÂÄÇÈÉÊËÌÍÎÏÒÓÔÖÙÚÛÜÑ])*$"); " is 210.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_housenumber_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_zip_empty,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_zip_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_zip_has_illegal_char,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_zip_has_illegal_char,The length of the statement  "            exception.Message.ShouldBe(@"Zip code must match the following pattern as defined in pain.001: ^([a-zA-Z0-9\.';:'\ \-/\(\)?\*\[\]\{\}\\`´~ ]|[!""#%&<>÷=@_$£]|[àáâäçèéêëìíîïñòóôöùúûüýßÀÁÂÄÇÈÉÊËÌÍÎÏÒÓÔÖÙÚÛÜÑ])*$"); " is 212.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_city_empty,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_city_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_wrong_countrycode,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode.Contact(name' zip' city' country' street' houseNumber)); " is 128.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_wrong_countrycode,The length of the statement  "            exception.Message.ShouldBe("Country must be a valid \"two letter\" country code as defined by  ISO 3166-1' but it isn't."); " is 123.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_simple,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_simple,The length of the statement  "            var reference = new PayloadGenerator.SwissQrCode.Reference(ReferenceType.QRR' "990005000000000320071012303"' ReferenceTextType.QrReference); " is 140.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_simple,The length of the statement  "                .ShouldBe("SPC\r\n0200\r\n1\r\nCH2609000000857666015\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nEUR\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nQRR\r\n990005000000000320071012303\r\n\r\nEPD"); " is 236.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "            var reference = new PayloadGenerator.SwissQrCode.Reference(ReferenceType.QRR' "990005000000000320071012303"' ReferenceTextType.QrReference); " is 140.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "            var generator = new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral); " is 173.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full,The length of the statement  "                .ShouldBe("SPC\r\n0200\r\n1\r\nCH2609000000857666015\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n100.25\r\nCHF\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\nQRR\r\n990005000000000320071012303\r\nThis is my unstructured message.\r\nEPD\r\nSome bill information here..."); " is 344.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "            var reference = new PayloadGenerator.SwissQrCode.Reference(ReferenceType.QRR' "990005000000000320071012303"' ReferenceTextType.QrReference); " is 140.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "            var generator = new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral' "alt1"' "alt2"); " is 189.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_generate_swisscode_full_alt,The length of the statement  "                .ShouldBe("SPC\r\n0200\r\n1\r\nCH2609000000857666015\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n100.25\r\nCHF\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\nQRR\r\n990005000000000320071012303\r\nThis is my unstructured message.\r\nEPD\r\nSome bill information here...\r\nalt1\r\nalt2"); " is 360.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.Iban); " is 123.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "            var reference = new PayloadGenerator.SwissQrCode.Reference(ReferenceType.SCOR' "99000500000000032003"' ReferenceTextType.CreditorReferenceIso11649); " is 148.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "            var generator = new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral' "alt1"' "alt2"); " is 189.
