Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: switch (fileType)              {                  default:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else if (body < 400)                      {                          index = 22000 + ((body - 200)*65);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 2:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else                      {                          index = 22000 + ((body - 200)*65);                      }                        break;                  }                  case 3:                  {                      if (body < 300)                      {                          index = body*65;                      }                      else if (body < 400)                      {                          index = 33000 + ((body - 300)*110);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 4:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else if (body < 400)                      {                          index = 22000 + ((body - 200)*65);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 5:                  {                      if (body < 200 && body != 34) // looks strange' though it works.                      {                          index = body*110;                      }                      else                      {                          index = 35000 + ((body - 400)*65);                      }                        break;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: switch (fileType)              {                  default:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else if (body < 400)                      {                          index = 22000 + ((body - 200)*65);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 2:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else                      {                          index = 22000 + ((body - 200)*65);                      }                        break;                  }                  case 3:                  {                      if (body < 300)                      {                          index = body*65;                      }                      else if (body < 400)                      {                          index = 33000 + ((body - 300)*110);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 4:                  {                      if (body < 200)                      {                          index = body*110;                      }                      else if (body < 400)                      {                          index = 22000 + ((body - 200)*65);                      }                      else                      {                          index = 35000 + ((body - 400)*175);                      }                        break;                  }                  case 5:                  {                      if (body < 200 && body != 34) // looks strange' though it works.                      {                          index = body*110;                      }                      else                      {                          index = 35000 + ((body - 400)*65);                      }                        break;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: index += action*5;
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: if (direction <= 4)              {                  index += direction;              }              else              {                  index += direction - (direction - 4)*2;              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: if (direction <= 4)              {                  index += direction;              }              else              {                  index += direction - (direction - 4)*2;              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: if (direction <= 4)              {                  index += direction;              }              else              {                  index += direction - (direction - 4)*2;              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: using (var stream = fileIndex.Seek(index' out length' out extra))              {                  if (stream == null)                  {                      return null;                  }                    var flip = (direction > 4);                    using (var bin = new BinaryReader(stream))                  {                      var palette = new ushort[0x100];                        for (var i = 0; i < 0x100; ++i)                      {                          palette[i] = (ushort) (bin.ReadUInt16() ^ 0x8000);                      }                        var startPosition = (int) bin.BaseStream.Position;                      var frameCount = bin.ReadInt32();                        var lookups = new int[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          lookups[i] = startPosition + bin.ReadInt32();                      }                        var frames = new Frame<Texture>[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          bin.BaseStream.Seek(lookups[i]' SeekOrigin.Begin);                            int xCenter = bin.ReadInt16();                          int yCenter = bin.ReadInt16();                            int width = bin.ReadUInt16();                          int height = bin.ReadUInt16();                            var texture = Texture.New2D(GraphicsDevice' width' height' PixelFormat.B5G5R5A1_UNorm);                          var buffer = new ushort[width*height];                            fixed (ushort* start = buffer)                          {                              var ptr = start;                              var delta = texture.Width;                                int header;                                var xBase = xCenter - 0x200;                              var yBase = (yCenter + height) - 0x200;                                if (!flip)                              {                                  ptr += xBase;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) + ((header >> 22) & 0x3FF));                                      var end = cur + (header & 0xFFF);                                        while (cur < end)                                      {                                          *cur++ = palette[bin.ReadByte()];                                      }                                  }                              }                              else                              {                                  ptr -= xBase - width + 1;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) - ((header >> 22) & 0x3FF));                                      var end = cur - (header & 0xFFF);                                        while (cur > end)                                      {                                          *cur-- = palette[bin.ReadByte()];                                      }                                  }                                    xCenter = width - xCenter;                              }                          }                            texture.SetData(buffer);                            frames[i] = new Frame<Texture>(xCenter' yCenter' texture);                      }                        return frames;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: using (var stream = fileIndex.Seek(index' out length' out extra))              {                  if (stream == null)                  {                      return null;                  }                    var flip = (direction > 4);                    using (var bin = new BinaryReader(stream))                  {                      var palette = new ushort[0x100];                        for (var i = 0; i < 0x100; ++i)                      {                          palette[i] = (ushort) (bin.ReadUInt16() ^ 0x8000);                      }                        var startPosition = (int) bin.BaseStream.Position;                      var frameCount = bin.ReadInt32();                        var lookups = new int[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          lookups[i] = startPosition + bin.ReadInt32();                      }                        var frames = new Frame<Texture>[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          bin.BaseStream.Seek(lookups[i]' SeekOrigin.Begin);                            int xCenter = bin.ReadInt16();                          int yCenter = bin.ReadInt16();                            int width = bin.ReadUInt16();                          int height = bin.ReadUInt16();                            var texture = Texture.New2D(GraphicsDevice' width' height' PixelFormat.B5G5R5A1_UNorm);                          var buffer = new ushort[width*height];                            fixed (ushort* start = buffer)                          {                              var ptr = start;                              var delta = texture.Width;                                int header;                                var xBase = xCenter - 0x200;                              var yBase = (yCenter + height) - 0x200;                                if (!flip)                              {                                  ptr += xBase;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) + ((header >> 22) & 0x3FF));                                      var end = cur + (header & 0xFFF);                                        while (cur < end)                                      {                                          *cur++ = palette[bin.ReadByte()];                                      }                                  }                              }                              else                              {                                  ptr -= xBase - width + 1;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) - ((header >> 22) & 0x3FF));                                      var end = cur - (header & 0xFFF);                                        while (cur > end)                                      {                                          *cur-- = palette[bin.ReadByte()];                                      }                                  }                                    xCenter = width - xCenter;                              }                          }                            texture.SetData(buffer);                            frames[i] = new Frame<Texture>(xCenter' yCenter' texture);                      }                        return frames;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: using (var stream = fileIndex.Seek(index' out length' out extra))              {                  if (stream == null)                  {                      return null;                  }                    var flip = (direction > 4);                    using (var bin = new BinaryReader(stream))                  {                      var palette = new ushort[0x100];                        for (var i = 0; i < 0x100; ++i)                      {                          palette[i] = (ushort) (bin.ReadUInt16() ^ 0x8000);                      }                        var startPosition = (int) bin.BaseStream.Position;                      var frameCount = bin.ReadInt32();                        var lookups = new int[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          lookups[i] = startPosition + bin.ReadInt32();                      }                        var frames = new Frame<Texture>[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          bin.BaseStream.Seek(lookups[i]' SeekOrigin.Begin);                            int xCenter = bin.ReadInt16();                          int yCenter = bin.ReadInt16();                            int width = bin.ReadUInt16();                          int height = bin.ReadUInt16();                            var texture = Texture.New2D(GraphicsDevice' width' height' PixelFormat.B5G5R5A1_UNorm);                          var buffer = new ushort[width*height];                            fixed (ushort* start = buffer)                          {                              var ptr = start;                              var delta = texture.Width;                                int header;                                var xBase = xCenter - 0x200;                              var yBase = (yCenter + height) - 0x200;                                if (!flip)                              {                                  ptr += xBase;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) + ((header >> 22) & 0x3FF));                                      var end = cur + (header & 0xFFF);                                        while (cur < end)                                      {                                          *cur++ = palette[bin.ReadByte()];                                      }                                  }                              }                              else                              {                                  ptr -= xBase - width + 1;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) - ((header >> 22) & 0x3FF));                                      var end = cur - (header & 0xFFF);                                        while (cur > end)                                      {                                          *cur-- = palette[bin.ReadByte()];                                      }                                  }                                    xCenter = width - xCenter;                              }                          }                            texture.SetData(buffer);                            frames[i] = new Frame<Texture>(xCenter' yCenter' texture);                      }                        return frames;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: using (var stream = fileIndex.Seek(index' out length' out extra))              {                  if (stream == null)                  {                      return null;                  }                    var flip = (direction > 4);                    using (var bin = new BinaryReader(stream))                  {                      var palette = new ushort[0x100];                        for (var i = 0; i < 0x100; ++i)                      {                          palette[i] = (ushort) (bin.ReadUInt16() ^ 0x8000);                      }                        var startPosition = (int) bin.BaseStream.Position;                      var frameCount = bin.ReadInt32();                        var lookups = new int[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          lookups[i] = startPosition + bin.ReadInt32();                      }                        var frames = new Frame<Texture>[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          bin.BaseStream.Seek(lookups[i]' SeekOrigin.Begin);                            int xCenter = bin.ReadInt16();                          int yCenter = bin.ReadInt16();                            int width = bin.ReadUInt16();                          int height = bin.ReadUInt16();                            var texture = Texture.New2D(GraphicsDevice' width' height' PixelFormat.B5G5R5A1_UNorm);                          var buffer = new ushort[width*height];                            fixed (ushort* start = buffer)                          {                              var ptr = start;                              var delta = texture.Width;                                int header;                                var xBase = xCenter - 0x200;                              var yBase = (yCenter + height) - 0x200;                                if (!flip)                              {                                  ptr += xBase;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) + ((header >> 22) & 0x3FF));                                      var end = cur + (header & 0xFFF);                                        while (cur < end)                                      {                                          *cur++ = palette[bin.ReadByte()];                                      }                                  }                              }                              else                              {                                  ptr -= xBase - width + 1;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) - ((header >> 22) & 0x3FF));                                      var end = cur - (header & 0xFFF);                                        while (cur > end)                                      {                                          *cur-- = palette[bin.ReadByte()];                                      }                                  }                                    xCenter = width - xCenter;                              }                          }                            texture.SetData(buffer);                            frames[i] = new Frame<Texture>(xCenter' yCenter' texture);                      }                        return frames;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,GetAnimation,The following statement contains a magic number: using (var stream = fileIndex.Seek(index' out length' out extra))              {                  if (stream == null)                  {                      return null;                  }                    var flip = (direction > 4);                    using (var bin = new BinaryReader(stream))                  {                      var palette = new ushort[0x100];                        for (var i = 0; i < 0x100; ++i)                      {                          palette[i] = (ushort) (bin.ReadUInt16() ^ 0x8000);                      }                        var startPosition = (int) bin.BaseStream.Position;                      var frameCount = bin.ReadInt32();                        var lookups = new int[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          lookups[i] = startPosition + bin.ReadInt32();                      }                        var frames = new Frame<Texture>[frameCount];                        for (var i = 0; i < frameCount; ++i)                      {                          bin.BaseStream.Seek(lookups[i]' SeekOrigin.Begin);                            int xCenter = bin.ReadInt16();                          int yCenter = bin.ReadInt16();                            int width = bin.ReadUInt16();                          int height = bin.ReadUInt16();                            var texture = Texture.New2D(GraphicsDevice' width' height' PixelFormat.B5G5R5A1_UNorm);                          var buffer = new ushort[width*height];                            fixed (ushort* start = buffer)                          {                              var ptr = start;                              var delta = texture.Width;                                int header;                                var xBase = xCenter - 0x200;                              var yBase = (yCenter + height) - 0x200;                                if (!flip)                              {                                  ptr += xBase;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) + ((header >> 22) & 0x3FF));                                      var end = cur + (header & 0xFFF);                                        while (cur < end)                                      {                                          *cur++ = palette[bin.ReadByte()];                                      }                                  }                              }                              else                              {                                  ptr -= xBase - width + 1;                                  ptr += (yBase*delta);                                    while ((header = bin.ReadInt32()) != 0x7FFF7FFF)                                  {                                      header ^= DoubleXor;                                        var cur = ptr + ((((header >> 12) & 0x3FF)*delta) - ((header >> 22) & 0x3FF));                                      var end = cur - (header & 0xFFF);                                        while (cur > end)                                      {                                          *cur-- = palette[bin.ReadByte()];                                      }                                  }                                    xCenter = width - xCenter;                              }                          }                            texture.SetData(buffer);                            frames[i] = new Frame<Texture>(xCenter' yCenter' texture);                      }                        return frames;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,Translate,The following statement contains a magic number: if ((table & (1 << 31)) != 0)              {                  body = table & 0x7FFF;                    var vhue = (hue & 0x3FFF) - 1;                    //TODO: this... Hues.List.Length not available from here.                  //if (vhue < 0 || vhue >= Hues.List.Length)                  //    hue = (table >> 15) & 0xFFFF;              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000)/175);
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000)/175);
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000)/175);
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,InitializeTable,The following statement contains a magic number: for (var i = 0; i < count; ++i)              {                  BodyTableEntry entry;                  _bodyTable.Entries.TryGetValue(i' out entry);                    if (entry == null || _bodyConverter.Contains(i))                  {                      _table[i] = i;                  }                  else                  {                      _table[i] = entry.m_OldID | (1 << 31) | (((entry.m_NewHue ^ 0x8000) & 0xFFFF) << 15);                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,AnimationTextureStorageAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\AnimationTextureStorageAdapter.cs,InitializeTable,The following statement contains a magic number: for (var i = 0; i < count; ++i)              {                  BodyTableEntry entry;                  _bodyTable.Entries.TryGetValue(i' out entry);                    if (entry == null || _bodyConverter.Contains(i))                  {                      _table[i] = i;                  }                  else                  {                      _table[i] = entry.m_OldID | (1 << 31) | (((entry.m_NewHue ^ 0x8000) & 0xFFFF) << 15);                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
Magic Number,OpenUO.Ultima.Paradox3d.Adapters,ArtworkTextureAdapter,C:\repos\fdsprod_OpenUO\OpenUO.Ultima.Paradox3d\Adapters\ArtworkTextureAdapter.cs,GetLand,The following statement contains a magic number: using (var stream = _fileIndex.Seek(index' out length' out extra))              {                  using (var bin = new BinaryReader(stream))                  {                      var texture = Texture.New2D(GraphicsDevice' 44' 44' PixelFormat.B5G5R5A1_UNorm);                      var buffer = new ushort[44*44];                        var xOffset = 21;                      var xRun = 2;                        fixed (ushort* start = buffer)                      {                          var ptr = start;                          var delta = texture.Width;                            for (var y = 0; y < 22; ++y' --xOffset' xRun += 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                            xOffset = 0;                          xRun = 44;                            for (var y = 0; y < 22; ++y' ++xOffset' xRun -= 2' ptr += delta)                          {                              var cur = ptr + xOffset;                              var end = cur + xRun;                                while (cur < end)                              {                                  *cur++ = (ushort) (bin.ReadUInt16() | 0x8000);                              }                          }                      }                        texture.SetData(buffer);                        return texture;                  }              }
