Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllCLINICAL_HISTORY_DETAILRecords,The length of the statement  "            return message.GetAllRecords<CCI_I22_CLINICAL_HISTORY_DETAIL>("CLINICAL_HISTORY_DETAILRepetitionsUsed"' "GetCLINICAL_HISTORY_DETAIL"); " is 134.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSPECIMEN_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<ORU_R01_SPECIMEN_OBSERVATION>("SPECIMEN_OBSERVATIONRepetitionsUsed"' "GetSPECIMEN_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllCONTAINER_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OSM_R26_CONTAINER_OBSERVATION>("CONTAINER_OBSERVATIONRepetitionsUsed"' "GetCONTAINER_OBSERVATION"); " is 128.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSHIPPING_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OSM_R26_SHIPPING_OBSERVATION>("SHIPPING_OBSERVATIONRepetitionsUsed"' "GetSHIPPING_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSPECIMEN_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OSM_R26_SPECIMEN_OBSERVATION>("SPECIMEN_OBSERVATIONRepetitionsUsed"' "GetSPECIMEN_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPATIENT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OSM_R26_PATIENT_OBSERVATION>("PATIENT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPATIENT_VISIT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OSM_R26_PATIENT_VISIT_OBSERVATION>("PATIENT_VISIT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_VISIT_OBSERVATION"); " is 140.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPATIENT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R22_PATIENT_OBSERVATION>("PATIENT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSPECIMEN_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R22_SPECIMEN_OBSERVATION>("SPECIMEN_OBSERVATIONRepetitionsUsed"' "GetSPECIMEN_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPATIENT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R23_PATIENT_OBSERVATION>("PATIENT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSPECIMEN_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R23_SPECIMEN_OBSERVATION>("SPECIMEN_OBSERVATIONRepetitionsUsed"' "GetSPECIMEN_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPATIENT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R24_PATIENT_OBSERVATION>("PATIENT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllSPECIMEN_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OUL_R24_SPECIMEN_OBSERVATION>("SPECIMEN_OBSERVATIONRepetitionsUsed"' "GetSPECIMEN_OBSERVATION"); " is 125.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllASSOCIATED_RX_ADMINRecords,The length of the statement  "            return message.GetAllRecords<PEX_P07_ASSOCIATED_RX_ADMIN>("ASSOCIATED_RX_ADMINRepetitionsUsed"' "GetASSOCIATED_RX_ADMIN"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllASSOCIATED_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PEX_P07_ASSOCIATED_OBSERVATION>("ASSOCIATED_OBSERVATIONRepetitionsUsed"' "GetASSOCIATED_OBSERVATION"); " is 131.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PGL_PC6_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PPG_PCG_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PPP_PCB_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PPR_PC1_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PPT_PCL_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PPV_PCA_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PRR_PC5_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllPROBLEM_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<PTR_PCF_PROBLEM_OBSERVATION>("PROBLEM_OBSERVATIONRepetitionsUsed"' "GetPROBLEM_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllADVERSE_REACTION_GROUPRecords,The length of the statement  "            return message.GetAllRecords<ADT_A60_ADVERSE_REACTION_GROUP>("ADVERSE_REACTION_GROUPRepetitionsUsed"' "GetADVERSE_REACTION_GROUP"); " is 131.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllAPPOINTMENT_HISTORYRecords,The length of the statement  "            return message.GetAllRecords<CCI_I22_APPOINTMENT_HISTORY>("APPOINTMENT_HISTORYRepetitionsUsed"' "GetAPPOINTMENT_HISTORY"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllAPPOINTMENT_HISTORYRecords,The length of the statement  "            return message.GetAllRecords<CCM_I21_APPOINTMENT_HISTORY>("APPOINTMENT_HISTORYRepetitionsUsed"' "GetAPPOINTMENT_HISTORY"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllAPPOINTMENT_HISTORYRecords,The length of the statement  "            return message.GetAllRecords<CCR_I16_APPOINTMENT_HISTORY>("APPOINTMENT_HISTORYRepetitionsUsed"' "GetAPPOINTMENT_HISTORY"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllAPPOINTMENT_HISTORYRecords,The length of the statement  "            return message.GetAllRecords<CCU_I20_APPOINTMENT_HISTORY>("APPOINTMENT_HISTORYRepetitionsUsed"' "GetAPPOINTMENT_HISTORY"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllAPPOINTMENT_HISTORYRecords,The length of the statement  "            return message.GetAllRecords<CQU_I19_APPOINTMENT_HISTORY>("APPOINTMENT_HISTORYRepetitionsUsed"' "GetAPPOINTMENT_HISTORY"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPRODUCT_SERVICE_SECTIONRecords,The length of the statement  "            return message.GetAllRecords<EHC_E01_PRODUCT_SERVICE_SECTION>("PRODUCT_SERVICE_SECTIONRepetitionsUsed"' "GetPRODUCT_SERVICE_SECTION"); " is 134.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPRODUCT_SERVICE_SECTIONRecords,The length of the statement  "            return message.GetAllRecords<EHC_E02_PRODUCT_SERVICE_SECTION>("PRODUCT_SERVICE_SECTIONRepetitionsUsed"' "GetPRODUCT_SERVICE_SECTION"); " is 134.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPRODUCT_SERVICE_SECTIONRecords,The length of the statement  "            return message.GetAllRecords<EHC_E04_PRODUCT_SERVICE_SECTION>("PRODUCT_SERVICE_SECTIONRepetitionsUsed"' "GetPRODUCT_SERVICE_SECTION"); " is 134.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetINVOICE_PROCESSING_RESULTS_INFORecords,The length of the statement  "            object[] result = message.GetRecords("INVOICE_PROCESSING_RESULTS_INFORepetitionsUsed"' "GetINVOICE_PROCESSING_RESULTS_INFO"); " is 125.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllINVOICE_PROCESSING_RESULTS_INFORecords,The length of the statement  "            return message.GetAllRecords<EHC_E10_INVOICE_PROCESSING_RESULTS_INFO>("INVOICE_PROCESSING_RESULTS_INFORepetitionsUsed"' "GetINVOICE_PROCESSING_RESULTS_INFO"); " is 158.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetPAYMENT_REMITTANCE_DETAIL_INFORecords,The length of the statement  "            object[] result = message.GetRecords("PAYMENT_REMITTANCE_DETAIL_INFORepetitionsUsed"' "GetPAYMENT_REMITTANCE_DETAIL_INFO"); " is 123.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPAYMENT_REMITTANCE_DETAIL_INFORecords,The length of the statement  "            return message.GetAllRecords<EHC_E15_PAYMENT_REMITTANCE_DETAIL_INFO>("PAYMENT_REMITTANCE_DETAIL_INFORepetitionsUsed"' "GetPAYMENT_REMITTANCE_DETAIL_INFO"); " is 155.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllMF_CLIN_STUDY_SCHEDRecords,The length of the statement  "            return message.GetAllRecords<MFN_M07_MF_CLIN_STUDY_SCHED>("MF_CLIN_STUDY_SCHEDRepetitionsUsed"' "GetMF_CLIN_STUDY_SCHED"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllMF_TEST_CATEGORICALRecords,The length of the statement  "            return message.GetAllRecords<MFN_M09_MF_TEST_CATEGORICAL>("MF_TEST_CATEGORICALRepetitionsUsed"' "GetMF_TEST_CATEGORICAL"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllMATERIAL_ITEM_RECORDRecords,The length of the statement  "            return message.GetAllRecords<MFN_M16_MATERIAL_ITEM_RECORD>("MATERIAL_ITEM_RECORDRepetitionsUsed"' "GetMATERIAL_ITEM_RECORD"); " is 125.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllCLOCK_AND_STATS_WITH_NOTESRecords,The length of the statement  "            return message.GetAllRecords<NMD_N02_CLOCK_AND_STATS_WITH_NOTES>("CLOCK_AND_STATS_WITH_NOTESRepetitionsUsed"' "GetCLOCK_AND_STATS_WITH_NOTES"); " is 143.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPATIENT_VISIT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<OPU_R25_PATIENT_VISIT_OBSERVATION>("PATIENT_VISIT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_VISIT_OBSERVATION"); " is 140.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllPATIENT_OBSERVATIONRecords,The length of the statement  "            return message.GetAllRecords<ORU_R30_PATIENT_OBSERVATION>("PATIENT_OBSERVATIONRepetitionsUsed"' "GetPATIENT_OBSERVATION"); " is 122.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetINVOICE_PROCESSING_RESULTS_INFORecords,The length of the statement  "            object[] result = message.GetRecords("INVOICE_PROCESSING_RESULTS_INFORepetitionsUsed"' "GetINVOICE_PROCESSING_RESULTS_INFO"); " is 125.
Long Statement,NHapiTools.Model.V27.Message,MessageExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Message\MessageExtensions.cs,GetAllINVOICE_PROCESSING_RESULTS_INFORecords,The length of the statement  "            return message.GetAllRecords<RSP_E03_INVOICE_PROCESSING_RESULTS_INFO>("INVOICE_PROCESSING_RESULTS_INFORepetitionsUsed"' "GetINVOICE_PROCESSING_RESULTS_INFO"); " is 158.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProfessionalOrganizationAffiliationDateRangeRecords,The length of the statement  "            object[] result = message.GetRecords("ProfessionalOrganizationAffiliationDateRangeRepetitionsUsed"' "GetProfessionalOrganizationAffiliationDateRange"); " is 151.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProfessionalOrganizationAffiliationDateRangeRecords,The length of the statement  "            return message.GetAllRecords<DR>("ProfessionalOrganizationAffiliationDateRangeRepetitionsUsed"' "GetProfessionalOrganizationAffiliationDateRange"); " is 147.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddProfessionalOrganizationAffiliationDateRange,The length of the statement  "            return message.GetProfessionalOrganizationAffiliationDateRange(message.ProfessionalOrganizationAffiliationDateRangeRepetitionsUsed); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPlacerSupplementalServiceInformationRecords,The length of the statement  "            object[] result = message.GetRecords("PlacerSupplementalServiceInformationRepetitionsUsed"' "GetPlacerSupplementalServiceInformation"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPlacerSupplementalServiceInformationRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PlacerSupplementalServiceInformationRepetitionsUsed"' "GetPlacerSupplementalServiceInformation"); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetFillerSupplementalServiceInformationRecords,The length of the statement  "            object[] result = message.GetRecords("FillerSupplementalServiceInformationRepetitionsUsed"' "GetFillerSupplementalServiceInformation"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllFillerSupplementalServiceInformationRecords,The length of the statement  "            return message.GetAllRecords<CWE>("FillerSupplementalServiceInformationRepetitionsUsed"' "GetFillerSupplementalServiceInformation"); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetSpecialAccessRestrictionInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("SpecialAccessRestrictionInstructionsRepetitionsUsed"' "GetSpecialAccessRestrictionInstructions"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllSpecialAccessRestrictionInstructionsRecords,The length of the statement  "            return message.GetAllRecords<ST>("SpecialAccessRestrictionInstructionsRepetitionsUsed"' "GetSpecialAccessRestrictionInstructions"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetSubjectDirectoryAttributeExtensionRecords,The length of the statement  "            object[] result = message.GetRecords("SubjectDirectoryAttributeExtensionRepetitionsUsed"' "GetSubjectDirectoryAttributeExtension"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllSubjectDirectoryAttributeExtensionRecords,The length of the statement  "            return message.GetAllRecords<CWE>("SubjectDirectoryAttributeExtensionRepetitionsUsed"' "GetSubjectDirectoryAttributeExtension"); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetSubjectSpecificConsentBackgroundTextRecords,The length of the statement  "            object[] result = message.GetRecords("SubjectSpecificConsentBackgroundTextRepetitionsUsed"' "GetSubjectSpecificConsentBackgroundText"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllSubjectSpecificConsentBackgroundTextRecords,The length of the statement  "            return message.GetAllRecords<FT>("SubjectSpecificConsentBackgroundTextRepetitionsUsed"' "GetSubjectSpecificConsentBackgroundText"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPersonPerformingStudyRegistrationRecords,The length of the statement  "            object[] result = message.GetRecords("PersonPerformingStudyRegistrationRepetitionsUsed"' "GetPersonPerformingStudyRegistration"); " is 129.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPersonPerformingStudyRegistrationRecords,The length of the statement  "            return message.GetAllRecords<XCN>("PersonPerformingStudyRegistrationRepetitionsUsed"' "GetPersonPerformingStudyRegistration"); " is 126.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetContactCommunicationInformationRecords,The length of the statement  "            object[] result = message.GetRecords("ContactCommunicationInformationRepetitionsUsed"' "GetContactCommunicationInformation"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllContactCommunicationInformationRecords,The length of the statement  "            return message.GetAllRecords<XTN>("ContactCommunicationInformationRepetitionsUsed"' "GetContactCommunicationInformation"); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetContactPersonSTelephoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("ContactPersonSTelephoneNumberRepetitionsUsed"' "GetContactPersonSTelephoneNumber"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetGuarantorEmployerSOrganizationNameRecords,The length of the statement  "            object[] result = message.GetRecords("GuarantorEmployerSOrganizationNameRepetitionsUsed"' "GetGuarantorEmployerSOrganizationName"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllGuarantorEmployerSOrganizationNameRecords,The length of the statement  "            return message.GetAllRecords<XON>("GuarantorEmployerSOrganizationNameRepetitionsUsed"' "GetGuarantorEmployerSOrganizationName"); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetExternalHealthPlanIdentifiersRecords,The length of the statement  "            object[] result = message.GetRecords("ExternalHealthPlanIdentifiersRepetitionsUsed"' "GetExternalHealthPlanIdentifiers"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetEmployerContactPersonPhoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("EmployerContactPersonPhoneNumberRepetitionsUsed"' "GetEmployerContactPersonPhoneNumber"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllEmployerContactPersonPhoneNumberRecords,The length of the statement  "            return message.GetAllRecords<XTN>("EmployerContactPersonPhoneNumberRepetitionsUsed"' "GetEmployerContactPersonPhoneNumber"); " is 124.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetInsuredSContactPersonPhoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("InsuredSContactPersonPhoneNumberRepetitionsUsed"' "GetInsuredSContactPersonPhoneNumber"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllInsuredSContactPersonPhoneNumberRecords,The length of the statement  "            return message.GetAllRecords<XTN>("InsuredSContactPersonPhoneNumberRepetitionsUsed"' "GetInsuredSContactPersonPhoneNumber"); " is 124.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetRelationshipToThePatientStopDateRecords,The length of the statement  "            object[] result = message.GetRecords("RelationshipToThePatientStopDateRepetitionsUsed"' "GetRelationshipToThePatientStopDate"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllRelationshipToThePatientStopDateRecords,The length of the statement  "            return message.GetAllRecords<DT>("RelationshipToThePatientStopDateRepetitionsUsed"' "GetRelationshipToThePatientStopDate"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetInsuranceCoContactPhoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("InsuranceCoContactPhoneNumberRepetitionsUsed"' "GetInsuranceCoContactPhoneNumber"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetInsuredEmployerOrganizationNameAndIDRecords,The length of the statement  "            object[] result = message.GetRecords("InsuredEmployerOrganizationNameAndIDRepetitionsUsed"' "GetInsuredEmployerOrganizationNameAndID"); " is 135.
