Implementation smell,Namespace,Class,File,Method,Description
Complex Method,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,Cyclomatic complexity of the method is 17
Long Parameter List,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,The method has 6 parameters.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getBusinessCapabilities,The length of the statement  "		paramStr = (relations != null && relations is DateTime) ? ((DateTime)(object)relations).ToString ("u") : Convert.ToString (relations); " is 134.
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasChild,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasDocument>)ApiClient.deserialize (response' typeof(List<FactSheetHasDocument>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasDocument,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasLifecycle>)ApiClient.deserialize (response' typeof(List<FactSheetHasLifecycle>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscriptions,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscriptions,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscriptions,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<UserSubscription>)ApiClient.deserialize (response' typeof(List<UserSubscription>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscriptions,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createUserSubscription,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasPredecessor>)ApiClient.deserialize (response' typeof(List<FactSheetHasPredecessor>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
