Repo,Total classes,NOF,NOM,NOP,NOPF,NOPM,LOC,Avg WMC,Avg NC,Avg DIT
garvincasimir_csharp-datatables-parser,12,22,17,14,15,13,552,1.916666667,0,0
GaryJohnson_wpnest,28,77,149,97,1,96,4396,14.89285714,0,0
garymcleanhall_AdaptiveCode,196,134,293,69,9,181,2996,2.076530612,0.556122449,0.331632653
gdevic_GitForce,114,950,930,90,86,366,25114,18.83333333,0.175438596,0.175438596
GeeksDiary_dependable,19,9,78,30,0,62,576,4.631578947,0.631578947,0.631578947
geis_KinectSDKBook4CS,103,149,292,81,0,43,7593,8.59223301,0,0
Genbox_WolframAlpha.NET,39,6,16,146,0,13,1172,1.692307692,0,0
gerich-home_kopilua,14,745,3488,3,651,1707,52937,726.8571429,0,0
getAddress_Sequence,29,5,62,40,1,46,726,3.137931034,0.586206897,0.344827586
ghuntley_Conditions,16,94,548,88,1,432,10529,63.75,0.1875,0.25
giacomelli_GeneticSharp,134,90,494,140,3,347,8340,5.574626866,0.574626866,0.828358209
giacomelli_SalesforceSharp,22,13,46,129,0,30,1993,3.363636364,0.045454545,0.045454545
giawa_opengl4tutorials,35,354,176,39,43,71,5842,17.8,0,0
git-tfs_git-tfs,267,350,1290,646,39,775,16948,8.853932584,0.801498127,0.576779026
gjulianm_Ocell,116,310,490,183,29,223,8421,8.172413793,0.060344828,0.060344828
gkrsu_maparound.core,329,952,1958,893,53,1067,52393,20.52583587,0.416413374,0.544072948
glacasa_TwoStepsAuthenticator,6,11,25,0,0,16,405,8.5,0.5,0.5
GlennMR_800craft,450,2162,2995,1009,555,1707,80118,27.34222222,0.468888889,0.442222222
Glimpse_Glimpse,1978,1347,5171,4747,114,3452,127493,4.707785642,0.65065723,0.682002022
gluck_il-repack,89,139,395,104,15,156,5613,12,0.325842697,0.337078652
gmarland_GhostRunner,69,76,276,164,0,182,3558,7.202898551,0.347826087,0.31884058
GNOME_banshee,1144,3512,6545,3107,438,3144,100585,12.46241259,0.512237762,0.642482517
GNOME_tomboy,460,1548,3102,754,168,1548,51958,16.51086957,0.354347826,0.480434783
godarklight_DarkMultiPlayer,154,1027,772,59,351,439,19250,23.91558442,0.045454545,0.045454545
googleads_googleads-dfa-reporting-samples,69,8,144,65,0,135,3511,3.246376812,0.927536232,0.927536232
googleplus_gplus-quickstart-csharp,2,5,4,1,3,2,181,7,0,0
Gordon-Beeming_DotNet-Pretty,4,1,5,5,0,3,96,2,0,0
goshippo_shippo-csharp-client,35,72,88,142,64,78,1687,3.457142857,0.514285714,0.942857143
gpailler_MegaApiClient,150,164,551,415,28,344,10323,7.126666667,0.52,0.5
Grabacr07_KanColleViewer,414,473,765,1605,92,433,20758,3.258454106,0.297101449,0.270531401
graemechristie_NinjaSettings,10,5,23,2,0,20,228,3.5,0.7,0.8
graffen_NLog.Targets.Syslog,70,234,190,67,0,120,50948,3.142857143,0.442857143,0.442857143
grokys_Avalonia,257,294,1077,661,120,646,15500,7.86770428,0.505836576,0.688715953
grokys_Perspex,4,3,3,3,0,1,87,0.75,0,0
grumpydev_SuperSimpleViewEngine,2,12,26,1,0,2,489,20,0,0
grumpydev_TinyIoC,112,116,812,57,5,591,13919,10.40178571,0.133928571,0.1875
gsscoder_commandline,4,0,4,13,0,1,137,1.5,0.5,0.5
gsvgit_Brahma.FSharp,60,84,138,88,3,93,2531,3.3,0.366666667,0.416666667
guryanovev_CrystalQuartz,164,73,338,200,0,208,5284,3.780487805,0.402439024,0.609756098
Haacked_mvc-metadata-conventions,7,0,14,3,0,10,208,5.142857143,0,0
Haacked_NullGuard,4,6,8,1,0,7,173,4.5,0,0
Haacked_RouteMagic,31,17,126,81,1,107,1503,6.35483871,0.032258065,0.032258065
hackcraft_Ariadne,16,37,258,39,3,175,5240,36.3125,0,0
haf_DotNetZip.Semverd,286,2296,2272,799,238,1033,117179,32.95104895,0.115384615,0.115384615
HalfVoxel_RGBGenerator,4,28,11,1,15,8,1379,14.75,0,0
HangfireIO_Hangfire,636,602,2287,1149,82,1605,41240,6.400943396,0.341194969,0.360062893
HangfireIO_Hangfire.Dashboard.Authorization,5,8,10,9,0,8,239,5.2,0,0
hanswolff_simple.mailserver,93,123,301,152,21,164,4146,5.580645161,0.397849462,0.419354839
Haythem_SoundCloud.NET,20,18,63,142,8,59,1985,4.7,0.35,0.35
hazzik_DelegateDecompiler,20,18,92,8,0,32,1678,19.15,0.15,0.15
hazzik_HtmlAgilityPack,173,733,1604,517,129,1064,41139,26.93641618,0.179190751,0.179190751
hbons_SparkleShare,120,417,699,217,162,482,14605,12.80833333,0.116666667,0.133333333
hdkn235_Helper,87,178,855,100,34,753,20789,32.40229885,0,0
hdurdle_harmony,23,19,54,74,1,30,1742,5,0,0
HeadspringLabs_bulk-writer,22,34,89,75,0,58,1286,7.318181818,0.181818182,0.181818182
helios-io_helios,269,449,2166,551,74,1301,21672,11.87732342,0.531598513,0.691449814
helix-toolkit_helix-toolkit,645,2120,3176,2082,1003,1624,94278,13.14263566,0.435658915,0.514728682
helpmebot_helpmebot,263,210,623,274,51,333,16681,4.802281369,0.69581749,0.673003802
henon_GitSharp,642,1500,3718,1844,345,2567,85720,13.41121495,0.595015576,0.781931464
henon_GitSharp.Demo,29,30,113,31,6,55,1481,6.620689655,0.172413793,0.172413793
HEskandari_FarsiLibrary,359,1061,1770,653,232,615,35699,10.8189415,0.26183844,0.398328691
hhariri_CleanCode,29,30,68,51,5,39,1007,3.448275862,0,0
hhariri_EasyHttp,82,56,294,295,14,224,4060,4.987804878,0.158536585,0.134146341
hhblaze_DBreeze,175,949,1915,203,211,1549,58948,34.38285714,0.177142857,0.165714286
hibara_MarkDownSharpEditor,34,465,342,169,47,126,13574,47.17647059,0.058823529,0.058823529
hibernating-rhinos_rhino-esb,17,4,25,25,0,14,376,2.882352941,0,0
hibri_HttpMock,36,35,154,15,2,99,951,5.194444444,0.333333333,0.277777778
higty_higlabo,1248,1283,5793,3086,116,4504,158068,11.15945513,0.345352564,0.463942308
hikalkan_scs,118,95,404,121,2,199,7313,5.779661017,0.406779661,0.415254237
hirschmann_nbfc,259,897,893,647,186,481,21808,12.50965251,0.281853282,0.347490347
hisystems_Interpreter,46,31,145,44,0,91,2450,5.326086957,0.739130435,0.826086957
hmemcpy_AgentMulder,174,144,394,43,1,241,3774,3.844827586,0.867816092,1.804597701
hmemcpy_ReSharper.InternalsVisibleTo,11,14,74,2,0,11,419,8.818181818,0,0
hmemcpy_SnagitImgur,16,35,56,22,2,24,1011,6.5,0.0625,0.0625
hounsell_BuildFeed,39,28,105,258,3,98,2971,4.538461538,0.051282051,0.051282051
hpsa_hp-application-automation-tools-plugin,42,165,227,180,41,109,7190,25.04761905,0.166666667,0.214285714
HPSoftware_VuGenPowerPack,26,28,73,41,0,32,1215,5.730769231,0.115384615,0.115384615
HubertJ_QuandlCS,23,33,83,47,0,52,1678,7.173913043,0.347826087,0.391304348
hultqvist_ProtoBuf,27,59,122,66,39,74,2924,21.03703704,0.259259259,0.222222222
hxseven_Remove-Empty-Directories,28,115,129,90,3,45,3689,10.78571429,0,0
i4004_AcspNet,178,109,401,219,12,269,7511,3.516853933,0.528089888,0.820224719
i4004_Simplify,225,313,953,274,175,649,16153,7.48,0.426666667,0.475555556
iamapi_MtgoxTrader,61,195,183,415,34,95,7449,8.475409836,0.229508197,0.229508197
icsharpcode_AvalonEdit,266,696,1994,678,105,969,35881,18.01503759,0.406015038,0.436090226
icsharpcode_ILSpy,54,119,367,131,19,149,6805,19.98148148,0.222222222,0.259259259
icsharpcode_NRefactory,1586,3611,10976,3564,1301,6386,257329,21.20302648,0.808322825,1.123581337
idavis_innovatian.configuration,23,19,165,58,0,84,3189,18.43478261,0.47826087,0.652173913
IdeaBlade_Punch,602,625,2706,1418,45,1561,40567,5.986710963,0.465116279,0.496677741
IdentityModel_AuthorizationServer,166,61,406,209,8,296,6342,4.861445783,0.096385542,0.102409639
IdentityModel_Thinktecture.IdentityModel,222,330,740,261,129,507,10154,6.355855856,0.117117117,0.117117117
IdentityModel_Thinktecture.IdentityModel.45,123,38,229,63,9,160,2848,2.487804878,0.024390244,0.024390244
IdentityServer_IdentityServer3.AccessTokenValidation,21,27,44,30,0,30,1214,6.095238095,0.142857143,0.142857143
IdentityServer_IdentityServer3.AspNetIdentity,1,2,24,2,0,5,330,73,0,0
IdentityServer_IdentityServer3.WsFederation,64,76,205,70,2,117,3621,4.90625,0.1875,0.265625
IgniteInteractiveStudio_SLSharp,131,429,1850,185,105,682,27595,22.2519084,0.152671756,0.167938931
igor-tkachev_bltoolkit,2436,4779,28803,7558,1135,21937,439563,25.08045977,0.423234811,0.463875205
igorkulman_Kulman.WPA81.BaseRestService,73,2,81,40,0,47,1599,1.273972603,0.02739726,0.02739726
iLexDev_ASP.NET-WebApi-MultipartDataMediaFormatter,14,10,71,11,0,35,922,11.78571429,0.142857143,0.142857143
ilich_MvcReportViewer,71,134,328,207,18,189,7703,11.12676056,0.154929577,0.098591549
ILMServices_RavenDB.AspNet.Identity,6,3,51,24,0,45,544,17.33333333,0,0
imasm_samschanneledit,36,136,193,120,0,75,4408,13.22222222,0.194444444,0.194444444
imazen_libwebp-net,23,133,93,0,130,92,1296,4.869565217,0,0
imazen_resizer,985,2532,6634,2397,1008,4470,145502,14.95329949,0.517766497,0.398984772
imclem_Highcharts-export-module-asp.net,4,2,8,7,0,2,252,10.75,0,0
impworks_lens,208,312,1204,440,162,612,20341,11.49038462,0.394230769,0.408653846
imsardine_winappdriver,106,157,340,127,22,200,4282,5.471698113,0.58490566,0.613207547
inconspicuous-creations_Inconspicuous.Framework,79,68,235,49,1,153,2525,4.721518987,0.455696203,0.607594937
inexcitus_stravadotnet,101,29,205,383,16,202,7953,5.742574257,0.198019802,0.198019802
inflatablefriends_lastfm,166,63,460,288,9,342,6032,3.987951807,0.572289157,0.590361446
inorton_cclash,46,97,264,145,35,166,4128,16.54347826,0.347826087,0.282608696
inorton_XR.Baboon,25,78,118,33,3,93,2401,10.88,0.08,0.08
int6_CoiniumServ,378,310,1064,1001,34,713,19321,5.386243386,0.526455026,0.619047619
int6_uhttpsharp,111,123,269,110,7,197,3032,3.171171171,0.576576577,0.621621622
int6_voxeliq,376,793,1377,581,143,927,28994,6.92287234,0.324468085,0.332446809
IntelliTect_EssentialCSharp,2,1,4,5,1,2,125,9.5,0,0
InvisibleShield_FFXIV-Zodiac-Glass,37,84,84,85,5,26,2226,6.297297297,0.054054054,0.054054054
Iridio_OculusArDroneKinect,217,2047,601,30,1960,520,7373,4.165898618,0.105990783,0.124423963
ironyx_simplsockets,11,53,54,6,2,22,1456,17.09090909,0.181818182,0.181818182
iSECPartners_PeachFarmer,52,50,158,46,5,93,1915,6.519230769,0.423076923,0.461538462
ishani_ClangVSx,33,288,243,903,45,126,15169,34.54545455,0.090909091,0.090909091
iss0_SyncthingTray,16,85,92,72,0,52,2177,8.1875,0.0625,0.0625
isukces_cs2php,427,1458,1777,630,961,1093,33345,8.552693208,0.540983607,0.491803279
iSynaptic_iSynaptic.Commons,153,124,952,139,10,725,7758,7.60130719,0.411764706,0.424836601
itext_itextsharp,4060,21740,28573,6291,7616,19558,649732,19.82684729,0.628078818,0.889655172
ivaylokenov_ASP.NET-MVC-Lambda-Expression-Helpers,9,3,43,3,0,38,363,7.777777778,0,0
jackpal_Dandy-Dungeon,13,61,67,0,41,57,1190,17.15384615,0,0
jacksonh_manos,191,481,1264,366,76,719,17529,15.18848168,0.523560209,0.554973822
jacobbo_WebEye,25,80,123,37,1,27,2154,9.12,0,0
jacobdufault_forge,158,275,630,138,97,461,11404,7.411392405,0.379746835,0.386075949
jacobdufault_fullserializer,170,264,954,117,139,616,16924,14.79411765,0.4,0.735294118
JaCraig_Batman,106,30,456,219,1,326,7833,6.537735849,0.452830189,0.443396226
JaCraig_Craig-s-Utility-Library,1014,149,5262,2177,13,4106,101411,9.019723866,0.633136095,0.773175542
jagregory_docu,137,95,419,155,7,275,4104,4.919708029,0.729927007,0.883211679
jailsfx_jails,23,11,53,10,0,37,414,3.217391304,0.260869565,0.304347826
JakeGinnivan_ApiApprover,3,1,41,0,0,3,626,44,0,0
JamesDunne_aardwolf,27,51,61,35,12,50,842,3.592592593,0.37037037,0.333333333
jamesfoster_DeepEqual,34,14,133,33,0,79,1292,6.117647059,0.470588235,0.529411765
jamesmontemagno_Hanselman.Forms,32,29,59,67,4,30,1390,3.84375,0.25,0.25
jamesmontemagno_Mvx.Plugins.Settings,8,4,13,3,1,10,254,1.625,0.25,0.25
jamesmontemagno_PlanetXamarin,28,39,103,43,0,60,1856,6.464285714,0.107142857,0.107142857
jamesmontemagno_Xamarin-Templates,2,3,6,0,1,6,37,4,0,0
jamesmontemagno_Xamarin.Plugins,16,6,24,6,0,8,310,1.5,0.25,0.25
JamesRandall_AccidentalFish.AspNet.Identity.Azure,43,227,487,245,0,107,5595,15,0.209302326,0.209302326
jamietre_CsQuery,33,39,135,53,12,85,3163,8.96969697,0.212121212,0.242424242
jancowol_Shovel,34,15,89,21,0,56,649,3.235294118,0.235294118,0.235294118
janovesk_NQueueStuffer,21,88,112,16,0,30,2173,16,0.238095238,0.238095238
janwillemb_Ema-Personal-Wiki,27,52,121,38,6,55,1725,9.111111111,0.074074074,0.074074074
japanesemediamanager_jmmclient,306,900,1739,1709,354,639,42852,16.77124183,0.068627451,0.049019608
jaquadro_LilyPath,135,442,956,385,39,590,18092,19.94074074,0.42962963,0.466666667
jaquadro_NBTExplorer,158,558,1188,427,15,523,22457,16.32278481,0.398734177,0.550632911
jaredpar_EditorUtils,51,85,259,89,4,93,3885,8.078431373,0.176470588,0.196078431
jaredpar_VsVim,211,567,1142,303,44,263,16607,12.85781991,0.265402844,0.28436019
Jasig_dotnet-cas-client,198,126,207,595,34,120,9503,2.494949495,0.262626263,0.277777778
jason-roberts_FeatureToggle,9,6,5,6,0,3,135,0.666666667,0,0
jason-roberts_TechDebtAttributes,10,3,12,3,1,5,144,1.5,0,0
jasonpang_Interceptor,14,14,29,14,11,27,670,8.642857143,0,0
jasssonpet_TelerikAcademy,83,96,298,117,7,161,4028,6.168674699,0.421686747,0.493975904
Jays2Kings_DS4Windows,61,1495,768,380,273,271,30855,74.81967213,0.032786885,0.032786885
jbakic_Shielded,33,78,247,45,20,143,4166,15.18181818,0.181818182,0.181818182
jbevain_cecil,568,1717,2293,854,380,1160,36954,10.05457746,0.373239437,0.410211268
jbogard_EntityFramework.Filters,36,5,64,91,0,55,991,2.388888889,0.333333333,0.333333333
jbruening_unity3d-extensions,19,8,93,4,3,86,1338,10.89473684,0,0
jbubriski_Encryptamajig,1,1,2,0,0,2,79,23,0,0
jcachat_EntityFramework.DynamicFilters,25,25,147,36,4,94,3190,17.6,0.24,0.24
JcBernack_ObjectTK,104,158,370,136,45,245,6545,6.134615385,0.75,1.009615385
jchannon_Owin.StatelessAuth,16,5,18,11,0,10,283,2.375,0.1875,0.1875
jchristian_yahoo_stock_quotes,41,25,71,14,2,48,957,2.195121951,0.292682927,0.219512195
jdaigle_servicebroker.net,12,24,76,37,7,50,1380,15.16666667,0,0
jderrough_UnitySlippyMap,180,608,462,480,24,246,15716,6.811111111,0.166666667,0.188888889
jduv_AppDomainToolkit,18,12,115,33,0,85,2748,12.61111111,0.444444444,0.444444444
jean80it_DephtInition,15,115,151,29,2,70,4032,23.4,0.2,0.2
jediwhale_fitsharp,447,558,1723,375,61,1186,17622,5.644295302,0.782997763,0.756152125
JeffreySu_WeixinMPSDK.P2PSDK,47,6,46,80,3,36,1156,1.382978723,0.765957447,0.914893617
jefking_King.Service,20,5,29,12,0,29,361,1.55,0,0
jehugaleahsa_mustache-sharp,44,46,171,71,5,76,2662,6.340909091,0.454545455,0.590909091
jenyayel_SignalR.Client.20,45,43,157,70,0,81,2004,6.4,0.266666667,0.333333333
JeremySkinner_SagePayMvc,56,88,96,131,20,64,1961,2.571428571,0.214285714,0.214285714
jerrong_Sitecore-Item-Buckets,232,230,1096,246,37,542,21331,12.72844828,0.211206897,0.224137931
jerryhoff_WebGoat.NET,87,418,262,15,21,108,3616,6.206896552,0.034482759,0.034482759
jeske_SimpleHttpServer,13,9,26,18,0,14,2741,4.230769231,0,0
JetBrains_resharper-workshop,167,45,284,83,6,235,3734,2.065868263,0.143712575,0.19760479
JetBrains_ReTrack,71,38,122,88,4,105,2092,2.309859155,0.225352113,0.225352113
jgauffin_griffin.networking,227,222,571,236,13,368,10971,4.784140969,0.431718062,0.444933921
jgauffin_Griffin.WebServer,53,39,140,67,1,95,2806,5.132075472,0.490566038,0.528301887
jgeurts_FluentScheduler,70,70,264,94,0,158,3600,5.285714286,0.2,0.2
jgoz_crossroads-net,236,881,584,118,176,354,10109,4.228813559,0.559322034,0.601694915
jimbobbennett_JimLib.Xamarin,129,181,303,202,89,143,4799,3.620155039,0.131782946,0.147286822
jimgraham_NetSparkle,42,148,200,127,2,89,5625,12.02380952,0.214285714,0.214285714
jiniannet_jntemplate,73,100,249,73,1,201,5936,12.21917808,0.602739726,0.698630137
jjafuller_DarkRoomW,10,171,143,32,12,29,3590,32,0,0
jjensen_lua-tilde,416,1490,2346,1122,173,1069,45640,10.88942308,0.211538462,0.242788462
jkowalski_NLog,1767,1375,8229,3301,102,4813,174447,10.32710809,0.580645161,0.734578381
jlaanstra_Windows.UI.Interactivity,41,65,203,69,16,67,3814,9.975609756,0.56097561,0.707317073
jlamfers_RazorMachine,49,52,297,63,0,176,3436,10.40816327,0.387755102,0.387755102
jmarnold_EmbeddedMail,24,24,73,24,4,53,700,4.166666667,0.333333333,0.333333333
jmhdez_TinyTwitter,5,1,13,9,0,10,249,4,0,0
jmp75_rClr,35,42,630,36,21,366,4595,24.51428571,0.342857143,0.285714286
jmp75_rdotnet-onboarding,29,16,109,39,5,67,1402,5.517241379,0.034482759,0.034482759
joancaron_OpenWeatherMap-Api-Net,96,2,72,220,0,36,4252,1.208333333,0.25,0.25
joaroyen_ReSharperExtensions,27,3,51,3,0,36,438,2.777777778,0.666666667,0.666666667
joelabrahamsson_Page-Type-Builder,241,771,501,220,6,310,7082,2.933609959,0.53526971,0.626556017
joelpurra_xmouse-controls,7,8,17,7,3,10,1241,3.428571429,0,0
jogibear9988_CodeReason.Reports,167,172,238,178,48,141,7668,3.610778443,0.491017964,0.682634731
johnkors_IdentityServer3.Contrib.Localization,15,37,16,54,22,11,888,3.4,0,0
JohnnyCrazy_SpotifyAPI-NET,92,109,304,319,7,228,6561,5.52173913,0.347826087,0.347826087
johnpapa_Pluralsight-CC-Angular-Breeze-Extra,10,1,8,54,0,6,322,0.8,0,0
jonasblunck_ccm,41,108,198,354,6,96,5458,12.51219512,0.170731707,0.170731707
JonCanning_CerealBox,9,4,24,0,0,20,216,4.777777778,0.111111111,0.111111111
jondot_nchurn,27,20,67,4,4,44,577,3.592592593,0.444444444,0.703703704
jonfreeland_Log4Slack,7,9,19,30,0,8,481,6.285714286,0,0
JonKruger_RhinoMocksExamples,5,2,52,9,0,47,522,10.6,0,0
jonnii_chinchilla,296,228,940,275,8,671,12752,5.324324324,0.486486486,0.442567568
jonnii_SpeakEasy,123,63,444,186,1,309,6298,5.37398374,0.390243902,0.447154472
JonPSmith_GenericServices,66,52,281,38,1,139,3206,5.712121212,0.484848485,0.318181818
JonPSmith_SampleMvcWebApp,22,3,42,76,0,20,1003,3.363636364,0.045454545,0.045454545
jonsamwell_angular-http-batcher,1,0,1,0,0,0,31,3,0,0
jonwagner_Insight.Database,144,289,1598,227,88,1216,31316,18.82638889,0.423611111,0.5
jonwingfield_Faker.Net,26,106,240,0,2,230,12034,14.76923077,0,0
jordan-thoms_Retrofit.Net,14,6,20,8,0,17,238,2.785714286,0.571428571,0.571428571
JornWildt_Mason,172,113,355,266,44,231,5515,3.325581395,0.372093023,0.424418605
Jossef_edsdk-wrapper,86,85,111,82,68,80,4418,1.604651163,0.034883721,0.034883721
jpaulm_csharpfbp,75,293,287,37,42,162,6269,8.666666667,0.666666667,0.72
jpush_jpush-api-csharp-client,69,228,355,61,135,337,4320,8.608695652,0.347826087,0.347826087
jquintus_spikes,246,133,487,179,26,287,8157,3.020325203,0.191056911,0.182926829
Jroland_kafka-net,99,137,327,192,39,230,5148,6.515151515,0.252525253,0.181818182
jrossignol_ContractConfigurator,323,894,2260,285,177,1227,33108,17.07739938,0.897832817,0.975232198
jrossignol_WaypointManager,22,141,109,32,33,49,2732,15.63636364,0.272727273,0.272727273
jsegarra1971_SejExcelExport,13,63,108,5,15,74,1794,18.07692308,0,0
jsonfx_jsonfx,117,321,636,121,111,356,18057,23.8034188,0.418803419,0.461538462
jstedfast_EmailValidation,4,2,32,4,0,4,696,26,0,0
jstedfast_MailKit,938,1448,9493,2588,441,5113,338816,33.29424307,0.363539446,0.395522388
juanplopes_dojotimer,24,124,146,50,3,47,2894,9.791666667,0.083333333,0.083333333
judwhite_IdSharp,289,830,844,935,60,479,28561,8.937716263,0.588235294,0.532871972
JuliusSweetland_OptiKey,299,677,638,1006,285,374,21820,7.739130435,0.377926421,0.448160535
justeat_JustBehave,10,0,40,14,0,10,382,4.3,0.4,0.4
justeat_JustFakeIt,12,8,40,17,1,31,436,5.916666667,0.166666667,0.166666667
justeat_ZendeskApiClient,133,91,456,302,3,297,4738,4.278195489,0.631578947,0.533834586
JustinBeckwith_YelpSharp,5,1,7,3,0,6,126,1.4,0,0
JustUO_JustUO,8478,10391,46941,23779,1762,43812,928663,12.66949752,0.88039632,1.331328143
jvilalta_QuartzNetFeaturePack,32,17,78,46,2,44,984,3.21875,0.09375,0.09375
jvlppm_xamarin-forms-wpf,38,43,148,16,7,73,1592,6.815789474,0.315789474,0.394736842
jzablocki_TouchDB-Mono,24,24,71,45,20,57,774,4.041666667,0,0
kahanu_System.Linq.Dynamic,147,847,1876,773,63,758,27437,19.45578231,0.115646259,0.163265306
kamranayub_.JSON,4,4,42,4,0,34,626,16.5,0,0
kamranayub_CaliburnBindableAppBar,51,86,184,72,24,104,2670,6.215686275,0.156862745,0.156862745
kamsar_Synthesis,145,121,447,294,0,284,7254,5.255172414,0.517241379,0.434482759
Kapps_PoEWhisperNotifier,15,53,84,38,4,25,1930,11.8,0,0
karno_StarryEyes,715,1261,2713,2192,276,1824,49529,7.21958042,0.335664336,0.38041958
kayak_kayak,1,0,1,0,0,0,174,3,0,0
kdavie_yammer.net,55,70,228,201,46,165,4828,8.163636364,0,0
keepwn_Altman,248,545,1072,400,73,556,20299,11.95967742,0.201612903,0.233870968
kekekeks_evhttp-sharp,33,84,112,17,49,58,1277,5.666666667,0.151515152,0.151515152
kelias_Jarloo.Sojurn,44,65,117,87,4,81,2129,5.340909091,0.272727273,0.272727273
kendo-labs_dlinq-helpers,6,1,18,16,0,7,440,6.333333333,0,0
kentcb_WorkoutWotch,94,136,210,94,11,115,2172,2.861702128,0.265957447,0.372340426
KentorIT_authservices,136,175,388,275,30,223,9202,6.323529412,0.205882353,0.213235294
KentorIT_owin-cookie-saver,3,1,6,0,0,6,113,6,0,0
kernys_Kernys.Bson,4,13,50,13,0,30,650,26.5,0.5,0.5
kerryjiang_NDock,170,168,602,272,46,268,9362,6.364705882,0.423529412,0.564705882
kerryjiang_SuperSocket.ClientEngine,248,337,1547,439,8,715,27142,14.47177419,0.439516129,0.504032258
kerryjiang_SuperWebSocket,205,277,721,415,126,418,12541,6.409756098,0.6,0.658536585
kerryjiang_WebSocket4Net,297,539,1202,686,85,806,18464,7.939393939,0.606060606,0.818181818
kersny_libuv-csharp,24,66,104,7,41,37,808,4.75,0.166666667,0.166666667
kevin-montrose_Jil,843,1388,1717,5004,782,721,99055,14.18623962,0.831553974,0.831553974
kevin-montrose_Sigil,335,683,7531,924,5,6349,113366,46.57014925,0.140298507,0.140298507
KevinDockx_JsonPatch,17,0,84,29,0,61,1524,10.94117647,0.117647059,0.117647059
KevinHoward_Irony,694,1938,2958,662,1080,1852,59094,9.994236311,0.26945245,0.291066282
kevinobee_Sitecore.Glimpse,53,13,81,37,3,72,919,2.41509434,0.509433962,0.509433962
kevinobee_Sitecore.Ship,61,43,112,57,0,59,1455,3.163934426,0.442622951,0.442622951
KevM_fubumvc-swagger,48,23,55,56,4,41,937,1.541666667,0.104166667,0.104166667
khalidabuhakmeh_RavenMigrations,16,1,33,19,1,25,411,3.875,0.1875,0.1875
khellang_scriptcs-editor,32,40,147,33,2,92,1126,5.6875,0.1875,0.1875
killnine_s7netplus,20,2,92,15,0,83,2613,33.9,0,0
kinetiq_Ether.WeightedSelector,8,9,29,3,3,17,285,5.5,0.25,0.25
kipusoep_UrlTracker,35,206,144,65,38,81,4032,13.65714286,0.114285714,0.114285714
KirillOsenkov_RoslynQuoter,1,0,1,0,0,0,16,1,0,0
kkozmic_Cartographer,132,111,411,107,10,201,4905,8.674242424,0.431818182,0.431818182
klemenb_nighthawk,29,141,109,19,82,61,2498,11.93103448,0,0
kmckelvin_EFHooks,14,3,13,14,0,12,247,1.571428571,0.714285714,1.714285714
kmees_CMContrib,181,815,2220,184,630,1394,17451,17.42541436,0.375690608,0.513812155
kmees_MSBuild.NodeTools,1,0,1,0,0,0,15,1,0,0
Knagis_CommonMark.NET,239,524,1276,470,174,670,91341,31.12133891,0,0
kohsuke_winsw,72,99,186,143,60,97,4036,5.666666667,0.263888889,0.416666667
konrad-kruczynski_elfsharp,55,63,101,119,5,37,2209,5.381818182,0.345454545,0.345454545
koush_androidmono,1395,16491,19411,3672,67,12466,211851,17.14193548,1.458064516,1.589964158
koush_sqlite-net,52,69,362,83,6,288,6075,14.80769231,0.115384615,0.115384615
koush_UniversalAdbDriver,2,0,11,0,0,1,192,10,0,0
kria_Tfs2Slack,101,29,198,304,3,133,3992,4.108910891,0.633663366,0.722772277
kria_TfsNotificationRelay,101,29,198,304,3,133,3992,4.108910891,0.633663366,0.722772277
kriasoft_tdameritrade,29,16,42,147,0,26,1644,4.448275862,0,0
kring_grisu.net,4,30,28,12,1,19,1324,18.25,0,0
ksirg_KMLib,105,899,718,39,53,414,20397,20.68571429,0.714285714,0.714285714
KSP-KOS_KOS,594,1197,3568,939,119,2225,55075,14.51010101,0.759259259,0.971380471
KSP-RO_RealismOverhaul,25,37,114,53,8,68,1869,9.04,0.48,0.76
Kuree_Sims4Tools,109,922,954,288,15,336,27026,19.60550459,0.082568807,0.146788991
KvanTTT_MathExpressions.NET,28,141,208,55,51,103,4907,30.39285714,0.178571429,0.178571429
kwerty_Gmail-Notifier,15,84,76,33,0,17,1830,10.06666667,0,0
Kyle873_DoomRPG,12,97,45,8,21,9,1776,18.08333333,0,0
KyleGobel_Hipchat-CS,1,0,1,0,0,1,13,1,0,0
kzu_NuGetReferences,29,54,67,49,23,42,1944,4.103448276,0.068965517,0.068965517
lachesis_scallion,1585,2285,7971,989,1256,7102,346180,10.67949527,0.087697161,0.098422713
lafar6502_NGinnBPM,316,493,715,631,22,425,15935,4.313291139,0.696202532,1.123417722
laktak_hjson-cs,24,24,175,34,0,118,2572,25.04166667,0.416666667,0.416666667
lanayotech_vagrant-manager-windows,30,98,241,79,4,126,3530,13,0.166666667,0.133333333
Langbencom_rights,105,37,617,427,2,459,12052,14.3047619,0.304761905,0.304761905
larrybeall_JabbR.WPF,68,206,335,71,62,96,7926,20.42647059,0.205882353,0.176470588
lars-erik_Umbraco.CodeGen,113,82,343,81,0,183,3198,4.017699115,0.663716814,0.955752212
Larsjep_monoev3,297,649,1604,308,25,1136,22577,9.925925926,0.346801347,0.437710438
laurentkempe_GitDiffMargin,37,68,127,89,7,46,1981,7.378378378,0.351351351,0.351351351
LBreedlove_Toml.net,8,8,83,20,3,37,2130,33.875,0.25,0.25
ldtp_cobra,27,91,635,3,42,428,9155,67.77777778,0.037037037,0.037037037
